,Power,Sound,Class
3176,13.42,47.87,Норма
3177,13.42,47.75,Норма
3178,13.4,47.75,Норма
3179,13.4,50.42,Норма
3180,13.48,50.42,Норма
3181,13.48,47.94,Норма
3182,13.45,47.94,Норма
3183,13.45,47.86,Норма
3184,13.37,47.86,Норма
3185,13.37,47.92,Норма
3186,13.43,47.92,Норма
3187,13.43,47.91,Норма
3188,13.36,47.91,Норма
3189,13.36,47.52,Норма
3190,13.39,47.52,Норма
3191,13.39,47.61,Норма
3192,13.42,47.61,Норма
3193,13.42,48.11,Норма
3194,13.42,47.55,Норма
3195,13.38,47.55,Норма
3196,13.38,47.99,Норма
3197,13.39,47.99,Норма
3198,13.39,48.29,Норма
3199,13.41,48.29,Норма
3200,13.41,47.64,Норма
3201,13.45,47.64,Норма
3202,13.45,48.19,Норма
3203,13.47,48.19,Норма
3204,13.47,48.06,Норма
3205,13.51,48.06,Норма
3206,13.51,48.2,Норма
3207,13.45,48.2,Норма
3208,13.45,48.08,Норма
3209,13.47,48.08,Норма
3210,13.47,48.74,Повышенная нагрузка
3211,13.96,48.74,Попадание в лопасти
3212,13.96,70.36,Попадание в лопасти
3213,15.6,70.36,Попадание в лопасти
3214,15.6,59.81,Попадание в лопасти
3215,15.69,59.81,Попадание в лопасти
3216,15.69,43.18,Попадание в лопасти
3217,15.66,43.18,Остановка
3218,15.66,45.54,Повышенная нагрузка
3219,13.46,45.54,Норма
3220,13.46,47.47,Норма
3221,13.43,47.47,Норма
3222,13.43,47.86,Повышенная нагрузка
3223,13.92,47.86,Попадание в лопасти
3224,13.92,76.81,Попадание в лопасти
3225,14.88,76.81,Попадание в лопасти
3226,14.88,71.72,Попадание в лопасти
3227,14.66,71.72,Попадание в лопасти
3228,14.66,73.11,Попадание в лопасти
3229,14.87,73.11,Попадание в лопасти
3230,14.87,70.43,Попадание в лопасти
3231,14.98,70.43,Попадание в лопасти
3232,14.98,69.45,Попадание в лопасти
3233,15.01,69.45,Попадание в лопасти
3234,15.01,69.77,Попадание в лопасти
3235,14.89,69.77,Попадание в лопасти
3236,14.89,71.64,Попадание в лопасти
3237,14.59,71.64,Попадание в лопасти
3238,14.59,73.2,Попадание в лопасти
3239,14.56,73.2,Попадание в лопасти
3240,14.56,72.98,Попадание в лопасти
3241,14.65,72.98,Попадание в лопасти
3242,14.65,75.47,Попадание в лопасти
3243,15.23,75.47,Попадание в лопасти
3244,15.23,67.21,Попадание в лопасти
3245,15.34,67.21,Попадание в лопасти
3246,15.34,67.57,Попадание в лопасти
3247,14.9,67.57,Попадание в лопасти
3248,14.9,69.62,Попадание в лопасти
3249,15.25,69.62,Попадание в лопасти
3250,15.25,66.38,Попадание в лопасти
3251,15.28,66.38,Попадание в лопасти
3252,15.28,66.95,Попадание в лопасти
3253,15.32,66.95,Попадание в лопасти
3254,15.32,65.99,Попадание в лопасти
3255,15.34,65.99,Попадание в лопасти
3256,15.34,65,Попадание в лопасти
3257,14.85,65,Попадание в лопасти
3258,14.85,68.03,Попадание в лопасти
3259,14.34,68.03,Попадание в лопасти
3260,14.34,70.94,Попадание в лопасти
3261,14.83,70.94,Попадание в лопасти
3262,14.83,67.7,Попадание в лопасти
3263,14.68,67.7,Попадание в лопасти
3264,14.68,68.83,Попадание в лопасти
3265,14.76,68.83,Попадание в лопасти
3266,14.76,66.79,Попадание в лопасти
3267,14.65,66.79,Попадание в лопасти
3268,14.65,70.31,Попадание в лопасти
3269,14.45,70.31,Попадание в лопасти
3270,14.45,69.52,Попадание в лопасти
3271,14.59,69.52,Попадание в лопасти
3272,14.59,69.12,Попадание в лопасти
3273,14.76,69.12,Попадание в лопасти
3274,14.76,66.02,Попадание в лопасти
3275,14.67,66.02,Попадание в лопасти
3276,14.67,67.18,Попадание в лопасти
3277,14.69,67.18,Попадание в лопасти
3278,14.69,67.86,Попадание в лопасти
3279,14.87,67.86,Попадание в лопасти
3280,14.87,68.2,Попадание в лопасти
3281,15.19,68.2,Попадание в лопасти
3282,15.19,66.82,Попадание в лопасти
3283,15.4,66.82,Попадание в лопасти
3284,15.4,66.91,Попадание в лопасти
3285,15.53,66.91,Попадание в лопасти
3286,15.53,47.02,Попадание в лопасти
3287,15.49,47.02,Попадание в лопасти
3288,15.49,53.28,Попадание в лопасти
3289,15.48,53.28,Попадание в лопасти
3290,15.48,59.98,Попадание в лопасти
3291,15.49,59.98,Попадание в лопасти
3292,15.49,62.7,Попадание в лопасти
3293,15.46,62.7,Попадание в лопасти
3294,15.46,63.7,Попадание в лопасти
3295,15.38,63.7,Попадание в лопасти
3296,15.38,64.91,Попадание в лопасти
3297,15.47,64.91,Попадание в лопасти
3298,15.47,56.65,Попадание в лопасти
3299,15.4,56.65,Попадание в лопасти
3300,15.4,58.19,Попадание в лопасти
3301,15.41,58.19,Попадание в лопасти
3302,15.41,58.78,Попадание в лопасти
3303,15.35,58.78,Попадание в лопасти
3304,15.35,71.13,Попадание в лопасти
3305,14.57,71.13,Попадание в лопасти
3306,14.57,71.5,Попадание в лопасти
3307,14.75,71.5,Попадание в лопасти
3308,14.75,73.29,Попадание в лопасти
3309,14.81,73.29,Попадание в лопасти
3310,14.81,71.9,Попадание в лопасти
3311,14.9,71.9,Попадание в лопасти
3312,14.9,70.13,Попадание в лопасти
3313,14.92,70.13,Попадание в лопасти
3314,14.92,71.07,Попадание в лопасти
3315,13.86,71.07,Попадание в лопасти
3316,13.86,75.24,Попадание в лопасти
3317,13.6,75.24,Попадание в лопасти
3318,13.6,75.9,Попадание в лопасти
3319,14.03,75.9,Попадание в лопасти
3320,14.03,76.18,Попадание в лопасти
3321,14.7,76.18,Попадание в лопасти
3322,14.7,68.64,Попадание в лопасти
3323,15.22,68.64,Попадание в лопасти
3324,15.22,57.26,Попадание в лопасти
3325,15.17,57.26,Попадание в лопасти
3326,15.17,52.23,Попадание в лопасти
3327,15.25,52.23,Попадание в лопасти
3328,15.25,56.23,Попадание в лопасти
3329,15.23,56.23,Попадание в лопасти
3330,15.23,61.01,Попадание в лопасти
3331,15.12,61.01,Попадание в лопасти
3332,15.12,63.23,Попадание в лопасти
3333,15.1,63.23,Попадание в лопасти
3334,15.1,62.98,Попадание в лопасти
3335,15.17,62.98,Попадание в лопасти
3336,15.17,62.93,Попадание в лопасти
3337,15.21,62.93,Попадание в лопасти
3338,15.21,63.08,Попадание в лопасти
3339,15.17,63.08,Попадание в лопасти
3340,15.17,62.81,Попадание в лопасти
3341,15.18,62.81,Попадание в лопасти
3342,15.18,62.69,Попадание в лопасти
3343,15.14,62.69,Попадание в лопасти
3344,15.14,62.21,Попадание в лопасти
3345,15.17,62.21,Попадание в лопасти
3346,15.17,61.25,Попадание в лопасти
3347,15.14,61.25,Попадание в лопасти
3348,15.14,60.96,Попадание в лопасти
3349,15.2,60.96,Попадание в лопасти
3350,15.2,60.7,Попадание в лопасти
3351,15.21,60.7,Попадание в лопасти
3352,15.21,60.75,Попадание в лопасти
3353,15.24,60.75,Попадание в лопасти
3354,15.24,60.11,Попадание в лопасти
3355,15.2,60.11,Попадание в лопасти
3356,15.2,60.85,Попадание в лопасти
3357,15.24,60.85,Попадание в лопасти
3358,15.24,61.04,Попадание в лопасти
3359,15.25,61.04,Попадание в лопасти
3360,15.25,60.54,Попадание в лопасти
3361,13.54,60.54,Норма
3362,13.54,47.35,Норма
3363,13.05,47.35,Норма
3364,13.05,48.19,Норма
3365,13.04,48.19,Норма
3366,13.04,48.38,Норма
3367,13.07,48.38,Норма
3368,13.07,48,Норма
3369,13.04,48,Норма
3370,13.04,51.88,Норма
3371,13.07,51.88,Норма
3372,13.07,48.14,Норма
3373,13.1,48.14,Норма
3374,13.1,48.33,Норма
3375,13.16,48.33,Норма
3376,13.16,47.91,Норма
3377,13.12,47.91,Норма
3378,13.12,47.68,Норма
3379,13.08,47.68,Норма
3380,13.08,47.93,Норма
3381,13.06,47.93,Норма
3382,13.06,48.21,Норма
3383,13.07,48.21,Норма
3384,13.07,47.89,Норма
3385,13.15,47.89,Норма
3386,13.15,48.58,Норма
3387,13.15,48.26,Норма
3388,13.15,47.86,Норма
3389,13.15,48.24,Норма
3390,13.17,48.24,Норма
3391,13.17,47.49,Норма
3392,13.18,47.49,Норма
3393,13.18,47.95,Норма
3394,13.09,47.95,Норма
3395,13.09,47.6,Норма
3396,13.12,47.6,Норма
3397,13.12,48.03,Норма
3398,13.21,48.03,Норма
3399,13.21,47.53,Норма
3400,13.22,47.53,Норма
3401,13.22,47.7,Норма
3402,13.22,47.53,Норма
3403,13.26,47.53,Норма
3404,13.26,48.36,Норма
3405,13.22,48.36,Норма
3406,13.22,48.21,Норма
3407,13.23,48.21,Норма
3408,13.23,47.92,Норма
3409,13.26,47.92,Норма
3410,13.26,48.11,Норма
3411,13.16,48.11,Норма
3412,13.16,54.8,Норма
3413,13.15,54.8,Норма
3414,13.15,52.02,Норма
3415,13.12,52.02,Норма
3416,13.12,48.99,Норма
3417,13.16,48.99,Норма
3418,13.16,49.05,Норма
3419,13.15,49.05,Норма
3420,13.15,47.67,Норма
3421,13.16,47.67,Норма
3422,13.16,47.77,Норма
3423,13.18,47.77,Норма
3424,13.18,47.91,Норма
3425,13.13,47.91,Норма
3426,13.13,50.68,Норма
3427,13.12,50.68,Норма
3428,13.12,55.45,Норма
3429,13.1,55.45,Норма
3430,13.1,48.52,Норма
3431,13.1,47.87,Норма
3432,13.09,47.87,Норма
3433,13.09,49.56,Норма
3434,13.14,49.56,Норма
3435,13.14,48.2,Норма
3436,13.09,48.2,Норма
3437,13.09,47.86,Норма
3438,13.11,47.86,Норма
3439,13.11,47.64,Норма
3440,13.07,47.64,Норма
3441,13.07,47.68,Норма
3442,13.07,47.93,Норма
3443,13.09,47.93,Норма
3444,13.09,47.89,Норма
3445,13.18,47.89,Норма
3446,13.18,47.66,Норма
3447,13.13,47.66,Норма
3448,13.13,47.84,Норма
3449,13.1,47.84,Норма
3450,13.1,47.54,Норма
3451,13.07,47.54,Норма
3452,13.07,48.65,Норма
3453,13,48.65,Норма
3454,13,47.88,Норма
3455,13.04,47.88,Норма
3456,13.04,47.78,Норма
3457,13.03,47.78,Норма
3458,13.03,47.76,Норма
3459,13.06,47.76,Норма
3460,13.06,47.38,Норма
3461,13,47.38,Норма
3462,13,47.75,Норма
3463,13.03,47.75,Норма
3464,13.03,47.74,Норма
3465,13.06,47.74,Норма
3466,13.06,48.47,Норма
3467,13.11,48.47,Норма
3468,13.11,47.97,Норма
3469,13.11,47.61,Норма
3470,13.12,47.61,Норма
3471,13.12,47.58,Норма
3472,13.06,47.58,Норма
3473,13.06,47.56,Норма
3474,13.08,47.56,Норма
3475,13.08,48.07,Норма
3476,13.12,48.07,Норма
3477,13.12,47.81,Норма
3478,13.15,47.81,Норма
3479,13.15,47.59,Норма
3480,13.14,47.59,Норма
3481,13.14,48.03,Норма
3482,13.14,50.63,Норма
3483,13.1,50.63,Норма
3484,13.1,52.85,Норма
3485,13.11,52.85,Норма
3486,13.11,51.96,Норма
3487,13.06,51.96,Норма
3488,13.06,47.75,Норма
3489,13.11,47.75,Норма
3490,13.11,48.42,Норма
3491,13.12,48.42,Норма
3492,13.12,47.8,Норма
3493,13.11,47.8,Норма
3494,13.11,47.88,Норма
3495,13.1,47.88,Норма
3496,13.1,47.82,Норма
3497,13.12,47.82,Норма
3498,13.12,48.11,Норма
3499,13.21,48.11,Норма
3500,13.21,47.8,Норма
3501,13.16,47.8,Норма
3502,13.16,47.79,Норма
3503,13.17,47.79,Норма
3504,13.17,47.9,Норма
3505,13.19,47.9,Норма
3506,13.19,48.05,Норма
3507,13.21,48.05,Норма
3508,13.21,49.43,Норма
3509,13.13,49.43,Норма
3510,13.13,47.56,Норма
3511,13.22,47.56,Норма
3512,13.22,47.58,Норма
3513,13.23,47.58,Норма
3514,13.23,47.61,Норма
3515,13.27,47.61,Норма
3516,13.27,50.53,Норма
3517,13.29,50.53,Норма
3518,13.29,47.63,Норма
3519,13.28,47.63,Норма
3520,13.28,47.32,Норма
3521,13.27,47.32,Норма
3522,13.27,48.09,Повышенная нагрузка
3523,14.77,48.09,Попадание в лопасти
3524,14.77,68.58,Попадание в лопасти
3525,15.42,68.58,Попадание в лопасти
3526,15.42,43.31,Попадание в лопасти
3527,15.26,43.31,Остановка
3528,15.26,45.89,Повышенная нагрузка
3529,13.2,45.89,Норма
3530,13.2,48.92,Норма
3531,13.12,48.92,Норма
3532,13.12,47.99,Норма
3533,13.21,47.99,Норма
3534,13.21,47.78,Норма
3535,13.66,47.78,Норма
3536,13.66,76.06,Попадание в лопасти
3537,15.32,76.06,Попадание в лопасти
3538,15.32,43.03,Попадание в лопасти
3539,15.34,43.03,Остановка
3540,15.34,42.73,Остановка
3541,15.04,42.73,Остановка
3542,15.04,46,Повышенная нагрузка
3543,13.25,46,Норма
3544,13.25,47.84,Норма
3545,13.22,47.84,Норма
3546,13.22,48.15,Норма
3547,13.18,48.15,Норма
3548,13.18,47.99,Норма
3549,13.37,47.99,Норма
3550,13.37,61.59,Попадание в лопасти
3551,15.48,61.59,Попадание в лопасти
3552,15.48,45.93,Попадание в лопасти
3553,15.44,45.93,Остановка
3554,15.44,43.64,Повышенная нагрузка
3555,13.54,43.64,Норма
3556,13.54,48.53,Норма
3557,13.27,48.53,Норма
3558,13.27,47.71,Норма
3559,13.24,47.71,Норма
3560,13.24,48.22,Норма
3561,13.26,48.22,Норма
3562,13.26,47.75,Норма
3563,13.29,47.75,Норма
3564,13.29,47.6,Норма
3565,13.27,47.6,Норма
3566,13.27,48.01,Норма
3567,13.26,48.01,Норма
3568,13.26,47.5,Норма
3569,13.26,47.72,Норма
3570,13.23,47.72,Норма
3571,13.23,47.6,Норма
3572,13.64,47.6,Норма
3573,13.64,70.83,Попадание в лопасти
3574,15.41,70.83,Попадание в лопасти
3575,15.41,43.37,Попадание в лопасти
3576,15.4,43.37,Остановка
3577,15.4,42.96,Остановка
3578,15.33,42.96,Остановка
3579,15.33,43.54,Остановка
3580,14.93,43.54,Остановка
3581,14.93,45.54,Повышенная нагрузка
3582,13.09,45.54,Норма
3583,13.09,48.11,Норма
3584,13.06,48.11,Норма
3585,13.06,47.78,Норма
3586,13.12,47.78,Норма
3587,13.12,73.61,Попадание в лопасти
3588,15.33,73.61,Попадание в лопасти
3589,15.33,42.86,Попадание в лопасти
3590,15.33,42.78,Остановка
3591,15.23,42.78,Остановка
3592,15.23,44.56,Повышенная нагрузка
3593,13.08,44.56,Норма
3594,13.08,47.8,Норма
3595,13.03,47.8,Норма
3596,13.03,48.12,Норма
3597,13.11,48.12,Норма
3598,13.11,47.99,Норма
3599,13.06,47.99,Норма
3600,13.06,78.07,Попадание в лопасти
3601,14.78,78.07,Попадание в лопасти
3602,14.78,64.71,Попадание в лопасти
3603,15.33,64.71,Попадание в лопасти
3604,15.33,42.62,Попадание в лопасти
3605,15.37,42.62,Остановка
3606,15.37,43.05,Повышенная нагрузка
3607,13.21,43.05,Норма
3608,13.21,47.69,Норма
3609,13.12,47.69,Норма
3610,13.12,48.46,Норма
3611,13.15,48.46,Норма
3612,13.15,47.91,Норма
3613,13.13,47.91,Норма
3614,13.13,75.77,Попадание в лопасти
3615,15.01,75.77,Попадание в лопасти
3616,15.01,52.72,Попадание в лопасти
3617,15.31,52.72,Попадание в лопасти
3618,15.31,43.31,Попадание в лопасти
3619,15.29,43.31,Остановка
3620,15.29,42.93,Повышенная нагрузка
3621,13.21,42.93,Норма
3622,13.21,48.37,Норма
3623,13.09,48.37,Норма
3624,13.09,47.91,Норма
3625,13.07,47.91,Норма
3626,13.07,47.77,Повышенная нагрузка
3627,15.31,47.77,Повышенная нагрузка
3628,15.31,43.05,Остановка
3629,15.33,43.05,Остановка
3630,15.33,42.91,Остановка
3631,15.32,42.91,Остановка
3632,15.32,42.56,Повышенная нагрузка
3633,13.16,42.56,Норма
3634,13.16,47.52,Норма
3635,13.01,47.52,Норма
3636,13.01,47.4,Норма
3637,13.02,47.4,Норма
3638,13.02,48.57,Повышенная нагрузка
3639,15.33,48.57,Попадание в лопасти
3640,15.33,51.78,Попадание в лопасти
3641,15.35,51.78,Попадание в лопасти
3642,15.35,43.09,Попадание в лопасти
3643,15.44,43.09,Остановка
3644,15.44,43.39,Остановка
3645,15.37,43.39,Остановка
3646,15.37,42.45,Остановка
3647,15.33,42.45,Остановка
3648,15.33,44.92,Повышенная нагрузка
3649,13.19,44.92,Норма
3650,13.19,47.86,Норма
3651,13.15,47.86,Норма
3652,13.15,47.74,Норма
3653,13.26,47.74,Норма
3654,13.26,47.75,Норма
3655,13.28,47.75,Норма
3656,13.28,47.88,Норма
3657,13.22,47.88,Норма
3658,13.22,48.01,Норма
3659,13.31,48.01,Норма
3660,13.31,48.96,Норма
3661,13.27,48.96,Норма
3662,13.27,47.92,Норма
3663,13.31,47.92,Норма
3664,13.31,48.57,Норма
3665,13.29,48.57,Норма
3666,13.29,75.94,Попадание в лопасти
3667,15.46,75.94,Попадание в лопасти
3668,15.46,42.66,Попадание в лопасти
3669,15.51,42.66,Остановка
3670,15.51,42.78,Повышенная нагрузка
3671,13.46,42.78,Норма
3672,13.46,47.68,Норма
3673,13.24,47.68,Норма
3674,13.24,47.63,Норма
3675,13.19,47.63,Норма
3676,13.19,47.84,Норма
3677,13.18,47.84,Норма
3678,13.18,47.97,Норма
3679,13.24,47.97,Норма
3680,13.24,47.43,Норма
3681,13.24,47.77,Повышенная нагрузка
3682,15.5,47.77,Повышенная нагрузка
3683,15.5,45.21,Остановка
3684,15.52,45.21,Остановка
3685,15.52,43.05,Остановка
3686,15.51,43.05,Остановка
3687,15.51,42.51,Повышенная нагрузка
3688,13.23,42.51,Норма
3689,13.23,48.35,Норма
3690,13.21,48.35,Норма
3691,13.21,48.5,Норма
3692,13.25,48.5,Норма
3693,13.25,48.15,Норма
3694,13.21,48.15,Норма
3695,13.21,48.23,Норма
3696,13.26,48.23,Норма
3697,13.26,64.52,Попадание в лопасти
3698,15.5,64.52,Попадание в лопасти
3699,15.5,43.24,Попадание в лопасти
3700,15.48,43.24,Остановка
3701,15.48,43.78,Остановка
3702,15.48,44.41,Повышенная нагрузка
3703,13.55,44.41,Норма
3704,13.55,48.19,Норма
3705,13.17,48.19,Норма
3706,13.17,48.52,Норма
3707,13.23,48.52,Норма
3708,13.23,48.23,Норма
3709,13.2,48.23,Норма
3710,13.2,48.22,Норма
3711,13.18,48.22,Норма
3712,13.18,48.24,Норма
3713,13.22,48.24,Норма
3714,13.22,48.37,Норма
3715,13.23,48.37,Норма
3716,13.23,48.33,Норма
3717,13.26,48.33,Норма
3718,13.26,48.22,Норма
3719,13.23,48.22,Норма
3720,13.23,48.24,Норма
3721,13.28,48.24,Норма
3722,13.28,48.23,Норма
3723,13.27,48.23,Норма
3724,13.27,47.76,Норма
3725,13.25,47.76,Норма
3726,13.25,48.15,Норма
3727,13.24,48.15,Норма
3728,13.24,48.22,Норма
3729,13.15,48.22,Норма
3730,13.15,48.26,Норма
3731,13.19,48.26,Норма
3732,13.19,47.98,Норма
3733,13.19,48.27,Норма
3734,13.18,48.27,Норма
3735,13.18,47.91,Норма
3736,13.22,47.91,Норма
3737,13.22,48.07,Норма
3738,13.21,48.07,Норма
3739,13.21,48.27,Норма
3740,13.22,48.27,Норма
3741,13.22,48.04,Норма
3742,13.22,47.95,Норма
3743,13.24,47.95,Норма
3744,13.24,48.34,Норма
3745,13.21,48.34,Норма
3746,13.21,48.04,Норма
3747,13.19,48.04,Норма
3748,13.19,48.34,Норма
3749,13.22,48.34,Норма
3750,13.22,48.15,Норма
3751,13.21,48.15,Норма
3752,13.21,47.93,Норма
3753,13.26,47.93,Норма
3754,13.26,48.25,Норма
3755,13.21,48.25,Норма
3756,13.21,47.79,Норма
3757,13.29,47.79,Норма
3758,13.29,47.64,Повышенная нагрузка
3759,15.52,47.64,Повышенная нагрузка
3760,15.52,46.93,Остановка
3761,15.49,46.93,Попадание в лопасти
3762,15.49,53.26,Попадание в лопасти
3763,15.51,53.26,Попадание в лопасти
3764,15.51,42.3,Попадание в лопасти
3765,13.28,42.3,Норма
3766,13.28,47.71,Норма
3767,13.24,47.71,Норма
3768,13.24,48.17,Повышенная нагрузка
3769,15.46,48.17,Повышенная нагрузка
3770,15.46,46.59,Остановка
3771,15.45,46.59,Остановка
3772,15.45,43.07,Остановка
3773,15.06,43.07,Остановка
3774,15.06,46.24,Повышенная нагрузка
3775,13.25,46.24,Норма
3776,13.25,48.34,Повышенная нагрузка
3777,15.29,48.34,Повышенная нагрузка
3778,15.29,49.97,Остановка
3779,15.46,49.97,Остановка
3780,15.46,44.1,Остановка
3781,15.45,44.1,Остановка
3782,15.45,43.81,Повышенная нагрузка
3783,13.39,43.81,Норма
3784,13.39,47.63,Норма
3785,13.24,47.63,Норма
3786,13.24,47.97,Норма
3787,13.17,47.97,Норма
3788,13.17,78.69,Попадание в лопасти
3789,15.41,78.69,Попадание в лопасти
3790,15.41,43.14,Попадание в лопасти
3791,15.43,43.14,Остановка
3792,15.43,42.73,Повышенная нагрузка
3793,13.56,42.73,Норма
3794,13.56,47.64,Норма
3795,13.19,47.64,Норма
3796,13.19,48.07,Норма
3797,13.2,48.07,Норма
3798,13.2,47.94,Норма
3799,13.16,47.94,Норма
3800,13.16,48.33,Норма
3801,13.19,48.33,Норма
3802,13.19,78.91,Норма
3803,13.68,78.91,Норма
3804,13.68,78.95,Попадание в лопасти
3805,14.04,78.95,Попадание в лопасти
3806,14.04,74.41,Попадание в лопасти
3807,14.6,74.41,Попадание в лопасти
3808,14.6,72.42,Попадание в лопасти
3809,14.23,72.42,Попадание в лопасти
3810,14.23,73.39,Попадание в лопасти
3811,14.48,73.39,Попадание в лопасти
3812,14.48,72.48,Попадание в лопасти
3813,14.51,72.48,Попадание в лопасти
3814,14.51,71.6,Попадание в лопасти
3815,13.13,71.6,Попадание в лопасти
3816,13.13,48.29,Норма
3817,13.16,48.29,Норма
3818,13.16,47.55,Норма
3819,13.13,47.55,Норма
3820,13.13,47.96,Норма
3821,13.16,47.96,Норма
3822,13.16,47.76,Норма
3823,13.14,47.76,Норма
3824,13.14,48.02,Норма
3825,13.12,48.02,Норма
3826,13.12,47.82,Норма
3827,13.2,47.82,Норма
3828,13.2,50.9,Норма
3829,13.21,50.9,Норма
3830,13.21,48.98,Норма
3831,13.14,48.98,Норма
3832,13.14,47.72,Норма
3833,13.19,47.72,Норма
3834,13.19,47.6,Норма
3835,13.15,47.6,Норма
3836,13.15,47.75,Норма
3837,13.17,47.75,Норма
3838,13.17,47.8,Норма
3839,13.16,47.8,Норма
3840,13.16,47.55,Норма
3841,13.22,47.55,Норма
3842,13.22,47.71,Норма
3843,13.19,47.71,Норма
3844,13.19,47.93,Норма
3845,13.19,47.99,Норма
3846,13.21,47.99,Норма
3847,13.21,47.53,Норма
3848,13.16,47.53,Норма
3849,13.16,47.67,Норма
3850,13.17,47.67,Норма
3851,13.17,48.14,Норма
3852,13.16,48.14,Норма
3853,13.16,47.86,Норма
3854,13.16,47.85,Норма
3855,13.18,47.85,Норма
3856,13.18,47.76,Норма
3857,13.16,47.76,Норма
3858,13.16,47.67,Норма
3859,13.19,47.67,Норма
3860,13.19,48.01,Норма
3861,13.15,48.01,Норма
3862,13.15,47.55,Норма
3863,13.16,47.55,Норма
3864,13.16,48.18,Норма
3865,13.14,48.18,Норма
3866,13.14,47.74,Норма
3867,13.1,47.74,Норма
3868,13.1,48.04,Норма
3869,13.08,48.04,Норма
3870,13.08,47.9,Норма
3871,13.1,47.9,Норма
3872,13.1,48.05,Норма
3873,13.06,48.05,Норма
3874,13.06,47.69,Норма
3875,13.05,47.69,Норма
3876,13.12,47.69,Норма
3877,13.12,47.81,Норма
3878,13.06,47.81,Норма
3879,13.06,47.68,Норма
3880,13.07,47.68,Норма
3881,13.07,48.06,Норма
3882,13.09,48.06,Норма
3883,13.09,47.96,Норма
3884,13.11,47.96,Норма
3885,13.11,47.84,Норма
3886,13.1,47.84,Норма
3887,13.1,50.03,Норма
3888,13.1,47.82,Норма
3889,13.11,47.82,Норма
3890,13.11,47.65,Норма
3891,13.12,47.65,Норма
3892,13.12,47.93,Норма
3893,13.15,47.93,Норма
3894,13.15,47.62,Норма
3895,13.17,47.62,Норма
3896,13.17,47.57,Норма
3897,13.12,47.57,Норма
3898,13.12,47.54,Норма
3899,13.14,47.54,Норма
3900,13.14,47.93,Норма
3901,13.16,47.93,Норма
3902,13.16,49.32,Повышенная нагрузка
3903,13.84,49.32,Попадание в лопасти
3904,13.84,77.47,Попадание в лопасти
3905,14.94,77.47,Попадание в лопасти
3906,14.94,70.24,Попадание в лопасти
3907,15.17,70.24,Попадание в лопасти
3908,15.17,51.61,Попадание в лопасти
3909,15.39,51.61,Попадание в лопасти
3910,15.39,51.69,Попадание в лопасти
3911,14.34,51.69,Попадание в лопасти
3912,14.34,46.8,Попадание в лопасти
3913,13.09,46.8,Повышенная нагрузка
3914,13.09,48.17,Норма
3915,13.07,48.17,Норма
3916,13.07,48.5,Норма
3917,13.1,48.5,Норма
3918,13.1,48.52,Норма
3919,13.09,48.52,Норма
3920,13.09,48.36,Норма
3921,13.17,48.36,Норма
3922,13.17,48.06,Норма
3923,13.17,48.51,Норма
3924,13.14,48.51,Норма
3925,13.14,48.49,Повышенная нагрузка
3926,13.86,48.49,Попадание в лопасти
3927,13.86,62.33,Попадание в лопасти
3928,15.46,62.33,Попадание в лопасти
3929,15.46,43.17,Попадание в лопасти
3930,15.42,43.17,Остановка
3931,15.42,43.46,Повышенная нагрузка
3932,13.76,43.46,Норма
3933,13.76,47.48,Норма
3934,13.12,47.48,Норма
3935,13.12,47.63,Норма
3936,13.09,47.63,Норма
3937,13.09,48.34,Норма
3938,13.09,47.85,Норма
3939,13.13,47.85,Норма
3940,13.13,48.12,Норма
3941,13.17,48.12,Норма
3942,13.17,81.9,Попадание в лопасти
3943,14.91,81.9,Попадание в лопасти
3944,14.91,72.54,Попадание в лопасти
3945,15.39,72.54,Попадание в лопасти
3946,15.39,42.79,Попадание в лопасти
3947,15.49,42.79,Остановка
3948,15.49,42.17,Остановка
3949,15.07,42.17,Остановка
3950,15.07,45.97,Повышенная нагрузка
3951,13.15,45.97,Норма
3952,13.15,47.69,Норма
3953,13.17,47.69,Норма
3954,13.17,47.67,Норма
3955,13.1,47.67,Норма
3956,13.1,47.91,Норма
3957,13.12,47.91,Норма
3958,13.12,48.26,Норма
3959,13.14,48.26,Норма
3960,13.14,48.09,Норма
3961,13.14,79.54,Попадание в лопасти
3962,15.06,79.54,Попадание в лопасти
3963,15.06,66.73,Попадание в лопасти
3964,15.47,66.73,Попадание в лопасти
3965,15.47,42.59,Попадание в лопасти
3966,15.44,42.59,Остановка
3967,15.44,43.4,Остановка
3968,15.07,43.4,Остановка
3969,15.07,45.66,Повышенная нагрузка
3970,13.05,45.66,Норма
3971,13.05,47.82,Норма
3972,13.09,47.82,Норма
3973,13.09,48.31,Норма
3974,13.12,48.31,Норма
3975,13.12,48.44,Норма
3976,13.11,48.44,Норма
3977,13.11,48.48,Норма
3978,13.1,48.48,Норма
3979,13.1,48.35,Норма
3980,13.12,48.35,Норма
3981,13.12,48.05,Норма
3982,13.12,48.27,Норма
3983,13.11,48.27,Норма
3984,13.11,47.9,Норма
3985,13.13,47.9,Норма
3986,13.13,48.3,Норма
3987,13.12,48.3,Норма
3988,13.12,47.54,Норма
3989,13.14,47.54,Норма
3990,13.14,48.31,Повышенная нагрузка
3991,14.86,48.31,Попадание в лопасти
3992,14.86,60.47,Попадание в лопасти
3993,15.42,60.47,Попадание в лопасти
3994,15.42,42.57,Попадание в лопасти
3995,15.44,42.57,Остановка
3996,15.44,49.9,Повышенная нагрузка
3997,13.17,49.9,Норма
