dates,Гренландское,Восточно-Сибирское,Чукотское,Берингово,Лаптевых,Карское,Баренцево
2006-09-14,81144,250684,216972,716772,146804,42140,6272
2006-09-15,87416,289100,214816,617988,191100,52724,9016
2006-09-16,96432,296940,229516,705404,230692,62132,8624
2006-09-17,91140,310072,236964,720300,220500,54096,14504
2006-09-18,98588,301840,247744,693644,199528,55664,16268
2006-09-19,104272,269108,258132,715988,186592,62916,14700
2006-09-20,105448,238728,235200,714812,192276,45864,11172
2006-09-21,114072,180712,226772,680708,151508,27832,10388
2006-09-22,125048,176008,236572,674044,145432,28616,12348
2006-09-23,111916,173460,241080,683844,158760,31752,13524
2006-09-24,123480,152488,238532,736960,151900,33320,13328
2006-09-25,147784,165228,249312,732844,151312,46452,12544
2006-09-26,144060,177968,245784,737352,147196,48804,12740
2006-09-27,163464,226968,242648,759892,161504,37044,15484
2006-09-28,155624,258328,244020,750484,135632,14112,19404
2006-09-29,166208,269892,254996,771456,133084,15484,18424
2006-09-30,164836,284592,260484,827316,148568,19796,24304
2006-10-01,187768,315756,268128,890036,142884,17052,36260
2006-10-02,211092,321636,293608,970200,163856,27048,51548
2006-10-03,182476,346136,337120,998228,182280,33124,49588
2006-10-04,218736,395724,411208,1030568,196196,31164,34496
2006-10-05,228928,463932,451780,1054872,204232,26460,33908
2006-10-06,244020,458640,454720,1059772,209132,19992,67816
2006-10-07,251860,439236,470204,1079372,189728,18620,78204
2006-10-08,252448,433748,478044,1078196,207564,32144,79772
2006-10-09,255388,460992,470008,1083880,233828,22736,71540
2006-10-10,225400,477652,441196,1057420,228928,19012,76048
2006-10-11,232064,471968,418068,981372,220892,18228,89572
2006-10-12,240296,484904,405328,950992,241864,23716,101724
2006-10-13,250684,534884,435904,968828,274400,59388,105840
2006-10-14,254408,543704,461384,1041544,314972,104664,107212
2006-10-15,240296,565068,447076,1061732,380828,133476,110740
2006-10-16,246960,610736,423752,1041740,437472,168952,112308
2006-10-17,257348,598192,398664,1017436,487844,239512,121324
2006-10-18,265580,636412,394352,1004304,515676,257936,160916
2006-10-19,245000,736568,416500,1000972,558796,340452,153076
2006-10-20,248332,799288,424928,1045268,607208,346724,143080
2006-10-21,278908,843584,425516,1089956,676984,403564,145628
2006-10-22,274204,922376,427084,1077020,651112,481964,168756
2006-10-23,266756,995288,431788,1021356,660324,541940,187572
2006-10-24,272048,1031352,449428,987448,691096,582708,214816
2006-10-25,288316,1058596,469812,1041348,737352,598192,240688
2006-10-26,302820,1097992,487844,1107400,760676,608580,239120
2006-10-27,313012,1107204,499212,1162280,763616,617988,238532
2006-10-28,318892,1115436,506072,1181880,765576,636020,232260
2006-10-29,327124,1096032,525280,1186584,765576,648760,235004
2006-10-30,338884,1103480,531552,1259104,764792,644644,235984
2006-10-31,343784,1076432,519988,1358476,765184,642684,252252
2006-11-01,348880,1075256,501172,1394148,764792,663656,239904
2006-11-02,341824,1043308,495292,1392384,764792,679140,221284
2006-11-03,329476,1067808,489608,1407084,764596,686588,216580
2006-11-04,295372,1138760,493332,1441580,763224,684040,169148
2006-11-05,304976,1187564,506660,1462748,764400,695604,153076
2006-11-06,294588,1213828,526260,1473724,764792,687372,118188
2006-11-07,301056,1223432,540960,1545656,764400,633864,118776
2006-11-08,323792,1240288,557816,1570548,764988,568400,131908
2006-11-09,332024,1251656,569772,1578192,755580,552328,159936
2006-11-10,306348,1250872,579180,1580544,755580,621712,159936
2006-11-11,297136,1254792,584864,1588972,757736,625044,139160
2006-11-12,319872,1256752,608776,1602496,746760,589372,94668
2006-11-13,323204,1260084,619948,1616412,751072,604856,79968
2006-11-14,319284,1260672,623084,1617392,752248,626612,81144
2006-11-15,303212,1259496,652092,1625624,758520,656796,95844
2006-11-16,316148,1220884,652092,1629152,760676,670320,89180
2006-11-17,312032,1183252,614068,1634836,761656,690116,81144
2006-11-18,284200,1239504,607208,1635228,758520,691292,75264
2006-11-19,256172,1235584,613480,1633856,761460,670124,63504
2006-11-20,262444,1226372,611716,1634052,765576,652680,58800
2006-11-21,279692,1244600,615440,1633268,765576,638764,57624
2006-11-22,305564,1252048,631904,1637776,765576,632492,50568
2006-11-23,324772,1259496,653856,1638560,765576,635040,48608
2006-11-24,337904,1252440,639548,1638364,765380,600152,44492
2006-11-25,341040,1236368,620144,1637384,761264,517832,36848
2006-11-26,338492,1236760,609952,1635816,750288,508424,31948
2006-11-27,342412,1220688,608776,1636208,763224,526652,32928
2006-11-28,337120,1226372,601916,1637580,765184,482944,43512
2006-11-29,328496,1235192,600348,1637972,765576,476476,50568
2006-11-30,330652,1239308,597604,1637972,765576,515284,69384
2006-12-01,327320,1242248,581728,1628760,765576,563892,71736
2006-12-02,311248,1253224,587412,1619548,765576,608580,92316
2006-12-03,313796,1255576,587216,1618176,765576,681492,112308
2006-12-04,324576,1243816,590548,1622880,763812,744408,113288
2006-12-05,328888,1251460,605836,1623272,765576,788508,140336
2006-12-06,335944,1261652,627984,1626408,765576,800072,149548
2006-12-07,337904,1261652,661304,1635620,765576,814184,166012
2006-12-08,346724,1261652,678356,1637776,765576,833000,177380
2006-12-09,350252,1261652,699916,1637384,765576,840252,207564
2006-12-10,329868,1261652,731668,1624840,765576,841820,201488
2006-12-11,333396,1261652,756168,1634248,765576,839076,158564
2006-12-12,330652,1261652,799876,1638560,765184,802424,135632
2006-12-13,334180,1261652,875140,1638560,764204,778708,139552
2006-12-14,339472,1261652,899248,1638560,762440,760676,133084
2006-12-15,355936,1261652,925120,1638560,763616,708932,122892
2006-12-16,370636,1261652,930216,1638560,765576,705992,123872
2006-12-17,379260,1261652,980784,1635228,762440,722260,145824
2006-12-18,375144,1261652,1042132,1626212,764204,753424,161308
2006-12-19,345156,1261652,1038800,1630720,765576,777728,190708
2006-12-20,353584,1261652,1045072,1622292,765576,804384,169148
2006-12-21,360052,1261652,1051540,1603084,765576,805560,129556
2006-12-22,357700,1261652,1053108,1607788,765576,762244,136220
2006-12-23,343392,1261652,1052912,1633856,764792,739900,114268
2006-12-24,353192,1261652,1052716,1638560,755580,751268,150136
2006-12-25,330652,1261652,1052324,1638364,765184,797916,165424
2006-12-26,347508,1260672,1048012,1638560,765576,813400,88396
2006-12-27,362012,1261652,1049972,1638560,765576,808108,86436
2006-12-28,366912,1261652,1052716,1638168,765576,820848,113876
2006-12-29,354956,1261652,1047424,1638168,765576,828492,148764
2006-12-30,341824,1261652,1045072,1637776,765576,837116,196784
2006-12-31,337120,1261652,1046444,1638364,765576,826924,159740
2007-01-01,353388,1261652,1048404,1638560,765576,787136,183456
2007-01-02,359268,1261652,1048600,1638560,765576,795760,214620
2007-01-03,375340,1261652,1050560,1638560,765576,806540,252644
2007-01-04,390040,1261652,1052912,1637384,765576,814968,229124
2007-01-05,391608,1261652,1053108,1638168,763420,820260,185024
2007-01-06,371616,1261652,1053108,1638560,757932,796152,182280
2007-01-07,355740,1261652,1053108,1638560,753032,757932,229516
2007-01-08,341236,1261652,1053108,1638560,763224,752640,198352
2007-01-09,343392,1261652,1053108,1638560,764008,742644,183456
2007-01-10,349860,1261652,1048404,1638560,754600,730492,148372
2007-01-11,353780,1261652,1032528,1638560,755384,719712,134260
2007-01-12,365540,1260672,1019200,1636992,758128,708344,137004
2007-01-13,338688,1261652,1013320,1634640,763616,699916,117992
2007-01-14,351820,1261652,1027236,1634248,764008,708344,161112
2007-01-15,361816,1261652,1044288,1636600,764008,745192,178948
2007-01-16,372596,1261652,1053108,1636208,763812,786156,199920
2007-01-17,376908,1261652,1053108,1636012,765576,799092,223832
2007-01-18,389256,1261652,1053108,1636600,765576,806932,227556
2007-01-19,402780,1261652,1053108,1637776,765576,806540,231868
2007-01-20,410424,1261652,1051932,1638364,765576,828296,255192
2007-01-21,412188,1261652,1051540,1638560,765576,839468,284984
2007-01-22,405132,1261652,1051148,1638168,765576,834568,307720
2007-01-23,367304,1261652,1053108,1637188,765576,842016,344568
2007-01-24,330064,1261652,1053108,1636404,765576,856716,349272
2007-01-25,350644,1261652,1053108,1637580,765576,847504,256956
2007-01-26,383376,1261652,1053108,1638560,759696,780276,191492
2007-01-27,369068,1261652,1052716,1637188,760872,766360,261072
2007-01-28,395332,1261652,1053108,1636796,765380,792428,247548
2007-01-29,394940,1261652,1053108,1636600,765576,824768,216580
2007-01-30,392588,1261652,1049580,1637776,765576,833980,171892
2007-01-31,387492,1261652,1032528,1637384,765576,834372,176008
2007-02-01,383180,1259300,997836,1635032,765576,852404,193060
2007-02-02,378476,1261652,992544,1634248,765576,851032,199920
2007-02-03,364952,1260084,972944,1621312,765576,852992,219324
2007-02-04,384356,1261652,983528,1623860,765576,855344,252056
2007-02-05,412384,1261652,1021748,1629544,765576,851228,247352
2007-02-06,438844,1261652,1021944,1637384,765576,854952,279104
2007-02-07,436100,1259300,1015084,1635424,764596,855344,332024
2007-02-08,431004,1256360,1022336,1628760,765576,856324,345352
2007-02-09,425516,1260476,1032332,1620332,765576,854364,315952
2007-02-10,433552,1261260,1039976,1624252,765576,848876,315756
2007-02-11,448056,1261456,1035272,1635228,765576,844368,314384
2007-02-12,465500,1261652,1024492,1632092,765576,842604,336924
2007-02-13,465108,1261652,1031940,1635424,765576,845152,363972
2007-02-14,472752,1261652,1038408,1636012,765576,845936,385924
2007-02-15,471576,1261652,1030176,1636796,765576,846916,398664
2007-02-16,452956,1261652,1023120,1637384,765576,847308,415128
2007-02-17,419048,1260868,1023512,1637384,765576,855344,429828
2007-02-18,369264,1261652,1027432,1636600,765576,858088,428456
2007-02-19,353584,1261652,1035468,1637580,765576,858088,418068
2007-02-20,351820,1261652,1041152,1636404,765576,858088,408464
2007-02-21,319284,1261652,1045464,1636208,765576,856716,401212
2007-02-22,367108,1261456,1047424,1636600,765576,856716,424340
2007-02-23,399448,1260868,1043700,1636992,765576,858284,442372
2007-02-24,406308,1261652,1045072,1636992,765576,858284,450604
2007-02-25,432376,1261652,1053108,1636208,765576,858480,455896
2007-02-26,429044,1261652,1053108,1637384,765576,858480,475104
2007-02-27,441980,1261652,1053108,1637776,765576,858088,484512
2007-02-28,437472,1261652,1053108,1638560,765576,858088,449624
2007-03-01,410032,1261652,1053108,1638560,765576,848092,400820
2007-03-02,382004,1261652,1053108,1638560,765576,837116,358876
2007-03-03,397488,1261652,1053108,1638560,765576,823788,313404
2007-03-04,409248,1261652,1053108,1638560,756560,804776,305172
2007-03-05,393568,1261652,1053108,1638560,747544,814380,361228
2007-03-06,392784,1261652,1053108,1638560,763812,829276,342216
2007-03-07,400624,1261652,1053108,1638364,765576,826140,346332
2007-03-08,402584,1261652,1052324,1636012,765576,819280,375928
2007-03-09,405720,1261652,1045856,1635620,764204,820260,370636
2007-03-10,409836,1261652,1045072,1636600,765576,809872,375536
2007-03-11,395332,1261652,1047816,1636796,765576,815556,355152
2007-03-12,398076,1261652,1051932,1638560,765576,813792,324576
2007-03-13,403368,1261652,1053108,1637776,765576,806148,307916
2007-03-14,393960,1261652,1053108,1637188,765576,812616,298508
2007-03-15,401408,1261652,1053108,1637972,765576,826336,307524
2007-03-16,411796,1261652,1053108,1635816,765576,828296,282828
2007-03-17,406308,1261652,1053108,1635228,765576,819476,245000
2007-03-18,390040,1261652,1053108,1636012,759500,789880,254996
2007-03-19,399840,1261652,1053108,1637972,734216,783216,266364
2007-03-20,407680,1261652,1053108,1635816,750876,785960,268520
2007-03-21,368284,1261652,1053108,1636992,743624,776748,289492
2007-03-22,364756,1261652,1053108,1636992,751464,785568,288120
2007-03-23,375340,1261652,1053108,1637776,758716,795760,249900
2007-03-24,372400,1261652,1053108,1637580,761460,801836,171108
2007-03-25,398664,1261652,1053108,1638168,721280,768124,183260
2007-03-26,404740,1253616,1053108,1638168,704816,753228,214424
2007-03-27,420028,1254596,1052520,1638560,730100,769692,256956
2007-03-28,427476,1258712,1053108,1638560,748720,794584,288316
2007-03-29,419636,1261456,1053108,1638560,764988,810656,303016
2007-03-30,414148,1261652,1053108,1638560,762832,778708,315756
2007-03-31,431984,1261260,1051148,1636404,765576,798504,340452
2007-04-01,406896,1261652,1037428,1635032,761460,808892,343980
2007-04-02,412188,1261652,1040956,1634836,758324,814184,350252
2007-04-03,382984,1261652,1047032,1635424,706384,818888,339668
2007-04-04,368480,1254400,1052520,1632680,715204,831824,379064
2007-04-05,377692,1253616,1047620,1634052,730884,834764,395136
2007-04-06,390236,1253420,1042328,1631308,735980,823004,335160
2007-04-07,401996,1254988,1039192,1629544,736176,788704,324968
2007-04-08,409052,1254988,1037624,1634640,703444,769300,334376
2007-04-09,417284,1249500,1035468,1634444,661108,759892,351624
2007-04-10,411796,1250480,1037232,1637580,653856,760676,367500
2007-04-11,433748,1251656,1040760,1637972,656404,759696,379652
2007-04-12,424144,1251068,1045268,1638560,642488,771652,362208
2007-04-13,408268,1253420,1046444,1638364,656796,785372,315168
2007-04-14,425908,1254988,1048404,1638364,655816,797720,242844
2007-04-15,438256,1256752,1050168,1637776,650328,781648,292824
2007-04-16,455308,1259496,1051344,1638168,630532,742448,300076
2007-04-17,450604,1259888,1053108,1636404,616224,713244,321048
2007-04-18,438452,1259692,1053108,1636600,597604,734608,333984
2007-04-19,426496,1261064,1038408,1636796,592508,754404,327320
2007-04-20,406700,1261652,1044680,1629544,622300,720104,323792
2007-04-21,397684,1261652,1049188,1612884,631512,722260,305564
2007-04-22,418068,1261260,1050168,1604848,670516,722456,273812
2007-04-23,406308,1261652,1040760,1598380,691684,683844,286944
2007-04-24,384356,1261652,1027628,1589756,708540,700700,291844
2007-04-25,392588,1261652,1012144,1580544,686392,700308,300664
2007-04-26,372988,1261652,1004304,1572900,626220,712852,312620
2007-04-27,378084,1255576,998620,1591520,579376,714616,295764
2007-04-28,371616,1246952,1005676,1605828,613872,730100,307720
2007-04-29,356328,1247932,1004108,1616608,667576,732452,319872
2007-04-30,357504,1247344,997052,1612100,691096,748916,340844
2007-05-01,353976,1249696,989800,1608572,666204,766948,362404
2007-05-02,357700,1250284,987840,1612884,631708,782432,359072
2007-05-03,380828,1242836,986664,1620528,633864,768124,363972
2007-05-04,386316,1241856,985684,1625428,654640,752640,381220
2007-05-05,395724,1243424,985488,1588776,650132,764988,388080
2007-05-06,392392,1248912,982940,1558984,632100,753620,381416
2007-05-07,404936,1252440,980588,1565452,626024,744408,366716
2007-05-08,413952,1258320,986664,1585836,636608,741272,353780
2007-05-09,416892,1261456,989212,1590148,660520,743232,315560
2007-05-10,411796,1260084,994896,1589560,648564,705796,304780
2007-05-11,400232,1250284,1007440,1606808,621320,705600,304192
2007-05-12,395528,1236956,1011360,1615432,613480,716380,305172
2007-05-13,371812,1230684,1017240,1616216,618184,717360,300664
2007-05-14,362600,1225392,1015280,1620528,616812,719516,300860
2007-05-15,364560,1215788,1002736,1622488,577024,752836,275968
2007-05-16,376908,1219708,989996,1627192,580160,777140,269696
2007-05-17,380632,1221276,987252,1627388,576828,757344,284592
2007-05-18,376124,1221276,983724,1624252,612892,752836,295372
2007-05-19,372596,1215984,976864,1625036,614460,760872,252448
2007-05-20,346332,1194032,976080,1611904,604856,749700,216580
2007-05-21,324380,1157772,971180,1615040,604268,720300,218736
2007-05-22,335356,1176392,964320,1613864,607404,714812,237748
2007-05-23,336140,1188152,956872,1603476,600544,715400,229712
2007-05-24,339864,1196188,951384,1574076,595252,728336,224616
2007-05-25,337316,1197168,951384,1546832,585452,727160,218932
2007-05-26,344568,1171296,949620,1557612,571536,718732,224028
2007-05-27,345940,1146796,936880,1562708,567224,700896,206192
2007-05-28,333200,1151696,925708,1547028,565068,692076,182084
2007-05-29,318500,1166200,918456,1534092,550368,665420,175028
2007-05-30,298116,1119944,924728,1522920,530964,615048,176988
2007-05-31,249508,1053500,901404,1522528,530376,578200,186592
2007-06-01,220892,1045856,873964,1535660,544880,561736,153664
2007-06-02,216384,1071728,832020,1533504,551348,517048,132104
2007-06-03,243040,1016848,796936,1479408,556836,462756,125048
2007-06-04,266168,1010968,775376,1381408,558796,447860,113092
2007-06-05,233044,1017828,772828,1340248,559776,463344,127596
2007-06-06,209524,959028,649936,1094464,542332,481768,133280
2007-06-07,217168,911988,574280,1061536,530768,459816,143864
2007-06-08,230104,808108,395136,945896,529984,456092,148960
2007-06-09,222264,704228,237748,793016,523124,457268,141708
2007-06-10,220108,593880,176988,694820,508228,456288,143080
2007-06-11,211484,475104,142492,671692,499800,458640,150332
2007-06-12,215992,410032,133868,664244,474320,419832,149940
2007-06-13,200508,454132,154840,611324,444724,410228,136612
2007-06-14,184632,431396,204428,568988,412776,408464,137396
2007-06-15,191296,433160,160328,541744,395724,401996,126224
2007-06-16,182476,449232,146020,520576,391608,378672,125832
2007-06-17,183064,409052,199724,491176,387884,356524,121520
2007-06-18,175420,382788,269892,515872,373380,339472,107996
2007-06-19,157192,183652,377692,395920,344568,339864,102508
2007-06-20,146412,118972,299292,416304,340452,351624,107800
2007-06-21,143668,198940,252644,286356,320852,345744,105644
2007-06-22,128380,178164,190512,152488,323204,340060,101332
2007-06-23,128772,444136,364560,111916,318892,288512,93492
2007-06-24,125048,521164,288316,120932,292432,237944,96236
2007-06-25,125440,667380,279496,144256,273812,202664,101528
2007-06-26,131124,725592,463736,226184,224224,203448,104664
2007-06-27,133868,502152,609560,355544,196196,240100,111524
2007-06-28,128184,424536,519008,499800,215012,206388,118580
2007-06-29,147196,480984,428064,462952,226576,179340,103880
2007-06-30,125048,211680,236572,260092,215600,141316,73696
2007-07-01,126028,277340,75460,282044,238336,76244,50372
2007-07-02,127400,297528,137004,382004,237944,94668,42728
2007-07-03,112896,228144,126224,390824,195020,83496,37044
2007-07-04,91532,186984,76048,437080,167776,105840,30772
2007-07-05,58604,210112,23520,417480,225988,100744,19208
2007-07-06,65660,289492,88200,345156,275576,125636,20972
2007-07-07,55860,327320,113680,346920,291452,163856,12152
2007-07-08,37044,358288,38220,321440,264992,157780,14308
2007-07-09,34496,408660,25284,317520,262052,126812,12152
2007-07-10,31752,344372,130536,428652,304780,148372,9604
2007-07-11,33516,244216,132692,484708,278516,157584,4312
2007-07-12,35280,152096,29988,426888,230888,135240,6272
2007-07-13,49000,132300,13524,399056,232652,152292,13328
2007-07-14,69580,48216,3332,374948,214424,123480,19208
2007-07-15,75068,36064,0,328692,223244,121716,29596
2007-07-16,76244,20580,0,269696,234416,104468,20384
2007-07-17,64876,9800,0,237748,198156,125244,11564
2007-07-18,81340,8624,0,257152,201096,99176,14896
2007-07-19,77616,6272,0,312424,198744,87220,6468
2007-07-20,82908,7448,0,340256,199528,79576,8232
2007-07-21,79968,7252,0,305172,187180,84672,9212
2007-07-22,81732,4900,0,284200,167580,73696,10976
2007-07-23,78008,2744,10584,308308,160524,56448,15288
2007-07-24,68012,1372,14504,319284,144256,49980,11172
2007-07-25,75068,1960,4900,286356,134064,27048,16660
2007-07-26,88984,1372,0,330260,142884,27636,11760
2007-07-27,92708,1372,0,314188,124264,31164,18228
2007-07-28,94276,1372,0,284200,93296,25480,24304
2007-07-29,87416,1372,0,186984,105840,22736,29792
2007-07-30,86828,1372,0,149352,115052,22932,23128
2007-07-31,104664,1372,0,190512,120540,35868,19796
2007-08-01,88396,1372,0,228340,103880,21952,14700
2007-08-02,91924,1372,0,215600,105644,35672,15288
2007-08-03,89572,1372,0,210308,116816,40964,5684
2007-08-04,85064,1372,0,288904,138964,31752,2156
2007-08-05,61740,588,13328,357308,140924,27048,6664
2007-08-06,62916,1372,13916,271852,153468,10388,3920
2007-08-07,54292,588,32732,418068,126028,37632,6076
2007-08-08,50176,588,3724,433160,121912,24500,5292
2007-08-09,47628,0,0,270480,118188,16856,588
2007-08-10,50372,0,0,167776,126616,10780,196
2007-08-11,69972,1372,0,192668,130144,4312,784
2007-08-12,79380,1372,0,143668,105448,6664,4900
2007-08-13,60564,784,196,125048,88984,10780,784
2007-08-14,41356,0,0,89180,83104,7840,980
2007-08-15,39788,0,0,71344,80360,9212,980
2007-08-16,41944,0,0,47824,84476,5096,784
2007-08-17,50764,0,0,88200,81144,3528,3920
2007-08-18,51156,0,0,95060,28028,3724,392
2007-08-19,63308,588,0,88592,28616,196,1960
2007-08-20,74676,1372,0,97412,4312,8624,588
2007-08-21,84868,1372,0,86436,6272,3332,784
2007-08-22,88396,1372,0,99960,27048,3136,1176
2007-08-23,77420,1372,0,340844,31360,7644,1176
2007-08-24,89376,1372,0,319676,45080,10976,1764
2007-08-25,95648,1372,0,407680,81340,11368,1960
2007-08-26,97608,1372,9212,534100,78008,10192,3528
2007-08-27,111328,1372,0,560952,81732,12348,3332
2007-08-28,118776,1372,2156,536256,69188,1176,6860
2007-08-29,114072,1372,14308,589372,46648,0,3332
2007-08-30,117600,1372,18620,612108,43512,0,2548
2007-08-31,114072,1372,16464,609168,59192,196,2940
2007-09-01,114072,1372,14896,630728,77420,392,7840
2007-09-02,112896,1372,12936,583884,79380,392,10388
2007-09-03,118384,1372,7252,560952,74872,1372,8232
2007-09-04,116620,1372,10388,566832,78792,1568,6076
2007-09-05,115052,1372,12152,601132,71932,2548,7056
2007-09-06,117208,1372,20972,619948,79576,2548,9604
2007-09-07,113680,1372,18620,623672,84868,2744,7448
2007-09-08,110348,1372,16660,631120,100352,2352,5292
2007-09-09,113092,1372,13328,637392,78988,1568,4900
2007-09-10,114856,1372,14700,651504,74676,980,4116
2007-09-11,116816,1372,22736,641900,72912,1176,6272
2007-09-12,119560,1372,25480,657188,81928,588,8428
2007-09-13,136024,1372,25676,667380,81536,784,8820
2007-09-14,123284,1372,26460,680904,87808,588,9996
2007-09-15,124656,1372,29792,682472,96628,1372,11172
2007-09-16,130732,1372,35084,702464,99764,1372,12936
2007-09-17,157780,1372,42336,732256,97804,980,10192
2007-09-18,194040,1372,40768,734804,98392,784,3528
2007-09-19,192864,1372,39396,750680,104272,392,4704
2007-09-20,193452,1372,45080,773024,92120,196,6860
2007-09-21,186396,1372,46256,788704,79772,0,8428
2007-09-22,199920,1372,35672,809480,68208,0,10192
2007-09-23,204820,1372,26656,807716,77616,0,11564
2007-09-24,228732,1372,21168,793996,63896,0,14308
2007-09-25,244020,1372,21364,812420,36652,0,14896
2007-09-26,254016,1372,19208,831040,50764,0,17248
2007-09-27,231476,1372,14896,838488,83104,0,14504
2007-09-28,244412,1372,12544,820848,90552,0,13524
2007-09-29,258328,1372,11172,817320,96040,0,16660
2007-09-30,261464,1372,14504,833392,105448,196,19012
2007-10-01,231476,1372,17248,847308,118188,2744,12348
2007-10-02,268324,1372,20384,886900,143472,588,9212
2007-10-03,253820,1372,17248,938644,123088,0,10192
2007-10-04,295960,1372,13720,963732,98196,0,8624
2007-10-05,317324,1372,12544,979804,78988,0,10976
2007-10-06,309680,1372,12936,999992,86044,588,21952
2007-10-07,315756,1372,14700,1027824,106428,2352,28420
2007-10-08,311640,1372,18620,1043504,110544,5096,16856
2007-10-09,307328,1372,27636,1086624,143080,7252,13720
2007-10-10,328692,1372,28420,1063300,140140,16464,14504
2007-10-11,335748,1568,31164,1073492,175028,20384,16660
2007-10-12,332416,1372,39984,1053696,220304,19796,19404
2007-10-13,316344,1372,42728,1064280,238728,27048,24304
2007-10-14,285964,1372,46648,1086428,231084,36456,29400
2007-10-15,288904,1568,49196,1098384,248528,57036,31164
2007-10-16,297332,1764,44884,1093092,266168,72128,29988
2007-10-17,327516,2548,48020,1091916,247352,53900,31360
2007-10-18,335552,4116,50764,1099364,259308,26460,34692
2007-10-19,327712,7448,52528,1107400,284200,20188,45864
2007-10-20,315756,11368,46060,1093876,347508,31164,36456
2007-10-21,324576,22344,48804,1104460,411208,26656,14700
2007-10-22,300076,24892,55664,1125432,413168,15680,31164
2007-10-23,306936,21364,105056,1153460,426104,45080,17836
2007-10-24,309288,38220,150724,1185408,440412,11564,11172
2007-10-25,314384,71736,167972,1215200,472752,35280,23324
2007-10-26,274792,100156,134848,1257732,445900,28812,14896
2007-10-27,265188,172480,143472,1280860,480396,36848,33124
2007-10-28,274008,303800,157780,1279488,544292,61740,25872
2007-10-29,282044,375340,161896,1290464,598388,87612,24696
2007-10-30,297136,498428,174636,1302812,695604,94864,41944
2007-10-31,291844,664048,186592,1289484,736176,113092,67816
2007-11-01,289296,740292,205800,1290072,747936,170128,71932
2007-11-02,305172,815360,223832,1313200,759892,196980,83496
2007-11-03,310464,847112,237944,1362200,765576,269108,91728
2007-11-04,286944,865144,241864,1421196,765576,367892,85456
2007-11-05,288708,871024,260876,1448048,765576,441784,65268
2007-11-06,303800,902776,267344,1467060,765576,452760,39788
2007-11-07,303996,916496,273420,1478820,765576,437472,31556
2007-11-08,273812,970788,276948,1479408,762636,430612,38220
2007-11-09,302624,1013516,280280,1448440,756168,481572,46452
2007-11-10,319676,1059772,263228,1373176,759696,512932,51940
2007-11-11,331632,1080352,272440,1330840,757932,458248,56448
2007-11-12,313208,1109164,300272,1332212,753228,457072,73304
2007-11-13,326732,1123472,345548,1342796,758520,457660,68992
2007-11-14,333004,1138760,357896,1367296,761656,521556,64680
2007-11-15,339864,1170316,361620,1398460,764008,509208,62132
2007-11-16,348292,1164240,374752,1415904,765576,526064,59192
2007-11-17,347900,1115436,404152,1412180,764400,541352,58800
2007-11-18,366912,1066044,452564,1431976,748524,543508,76244
2007-11-19,339864,1112692,485688,1432564,751072,528612,69188
2007-11-20,328300,1088780,512736,1447656,758324,495292,73892
2007-11-21,323400,1114456,508424,1461376,763616,527044,40964
2007-11-22,320068,1108184,487452,1451184,764988,534884,22148
2007-11-23,323400,1118180,461580,1456476,756756,467656,19600
2007-11-24,337904,1174040,440412,1424724,757932,431200,19992
2007-11-25,351820,1196188,454328,1407476,757932,479416,21560
2007-11-26,378084,1202264,476476,1383172,764008,515676,28028
2007-11-27,389452,1221276,534296,1407868,764792,543704,41356
2007-11-28,390040,1203636,593684,1440992,765576,578592,52136
2007-11-29,380436,1136996,579376,1448048,765576,599956,59584
2007-11-30,341040,1070160,502152,1480976,765576,599368,51940
2007-12-01,331828,1032724,379456,1477644,765576,599368,58800
2007-12-02,347312,957068,384160,1477840,759696,622888,111524
2007-12-03,393764,1001756,448448,1489796,764400,665028,152880
2007-12-04,392980,1013908,434728,1469804,765576,677768,152292
2007-12-05,377692,1007244,468048,1473528,765576,690704,179732
2007-12-06,387688,1036252,517636,1504104,765576,684628,143276
2007-12-07,402192,1088780,549192,1504300,765576,673064,106232
2007-12-08,406700,1125236,569184,1521352,765576,647584,116228
2007-12-09,415716,1157380,564088,1529192,765576,637784,137200
2007-12-10,418264,1191288,601524,1532720,765576,614264,158956
2007-12-11,417088,1176784,607600,1519980,765576,620144,188944
2007-12-12,404152,1161104,615244,1514492,765576,662088,189336
2007-12-13,413168,1171100,672084,1551536,765576,677964,163072
2007-12-14,409640,1196776,697956,1582504,765576,666792,140924
2007-12-15,389256,1215004,721672,1604456,765576,645232,147196
2007-12-16,329868,1241268,753032,1629544,765576,625828,103880
2007-12-17,397292,1248520,785372,1631112,763812,566832,101332
2007-12-18,402388,1253224,820848,1634248,765576,600348,122892
2007-12-19,384552,1258124,855932,1632680,765576,636216,121716
2007-12-20,390236,1259888,940604,1633660,765576,672476,152096
2007-12-21,388864,1260084,992348,1635228,765576,707756,178164
2007-12-22,397684,1260672,1031156,1634052,765576,707364,210504
2007-12-23,396508,1260868,1034684,1631700,765576,718144,198744
2007-12-24,413168,1261652,1022336,1628368,765576,749896,100940
2007-12-25,407484,1261652,1036448,1619352,765576,646604,91532
2007-12-26,397880,1261652,1032332,1617392,764988,595056,95060
2007-12-27,399644,1261652,1029784,1618372,763028,609364,106624
2007-12-28,418656,1261652,981960,1619940,764008,628768,131516
2007-12-29,427084,1261652,996464,1621704,765576,639548,182672
2007-12-30,421596,1261652,1023904,1623076,762636,667184,222264
2007-12-31,398272,1261652,1044876,1631896,756560,714224,266364
